FID,OID_,Name,FolderPath,Longitude,Latitude,Region,Country,Geomorphic,Proxies,Year,Cite,Authors,Paper_Othe,OBJECTID
174,0,Goto 2019,LatMed32.kmz/Lugares temporales/Japan,141.986238157000003,39.755597096899997,Western Pacific (WP),Japan,Marshes,"Stratigraphy, Grain Size, Magnetic Susceptibility (MS), Cocoliths, Diatoms",2019.000000000000000,"(Goto et al., 2019)","Goto, T., Satake, K., Sugai, T., Ishibe, T., Harada, T., Gusman, A.R","Tsunami history over the past 2000 years on the Sanriku coast, Japan, determined using gravel deposits to estimate tsunami inundation behavior.",52
175,0,Inoue 2017,LatMed32.kmz/Lugares temporales/Japan,141.823533867000009,40.094351226000001,Western Pacific (WP),Japan,Back Barrier,"Stratigraphy, Grain Size",2017.000000000000000,"(Inoue et al., 2017)","Inoue, T., Goto, K., Nishimura, Y., Watanabe, M., Iijima, Y., Sugawara, D.","aleo-tsunami history along the northern Japan Trench: evidence from Noda Village, northern Sanriku coast, Japan.",53
176,0,Ishimura 2017,LatMed32.kmz/Lugares temporales/Japan,142.010838787000012,39.431967881100000,Western Pacific (WP),Japan,"Back Barrier, V-shaped, narrow coastal valley","Stratigraphy, Density, CT-Xray",2017.000000000000000,"(Ishimura, 2017)","Ishimura, D.","Re-examination of the age of historical and paleo-tsunami deposits at Koyadori on the Sanriku Coast, Northeast Japan",54
177,0,Ishimura 2019,LatMed32.kmz/Lugares temporales/Japan,142.009886370000004,39.433446094099999,Western Pacific (WP),Japan,"Back Barrier, V-shaped, narrow coastal valley, Alluvial plain",Grain Size,2019.000000000000000,"(Ishimura and Yamada, 2019)","Ishimura, D., Yamada, K.",Palaeo-tsunami inundation distances deduced from roundness of gravel particles in tsunami deposits.,55
178,0,Ishimura and Yamada 2021,LatMed32.kmz/Lugares temporales/Japan,142.010863102000002,39.430420263899997,Western Pacific (WP),Japan,"Back Barrier, V-shaped, narrow coastal valley, Alluvial fan","Stratigraphy, Grain Size, Geochemistry",2021.000000000000000,"(Ishimura and Yamada, 2021)","Ishimura, D., Yamada, K.","Integrated lateral correlation of tsunami deposits during the last 6000 years using multiple indicators at Koyadori, Sanriku Coast, northeast Japan.",56
179,0,Ishimura and Miyauchi 2017,LatMed32.kmz/Lugares temporales/Japan,141.555807203999990,38.710349381100002,Western Pacific (WP),Japan,Marshes,"Stratigraphy, Tephra analysis, Macrofossil, Diatoms",2017.000000000000000,"(Ishimura and Miyauchi, 2017)","Ishimura, D., Miyauchi, T","Holocene environmental changes and paleo-tsunami history in Onuma on the southern part of the Sanriku Coast, northeast Japan",57
180,0,Ishizawa 2022,LatMed32.kmz/Lugares temporales/Japan,141.826071237999997,40.094610013999997,Western Pacific (WP),Japan,"Back Barrier, Alluvial plain","Stratigraphy, Grain Size",2022.000000000000000,"(Ishizawa et al., 2022)","Ishizawa, T., Goto, K., Nishimura, Y., Miyairi, Y., Sawada, C., Yokoyama, Y.",Paleotsunami history along the northern Japan trench based on sequential dating of the continuous geological record potentially inundated only by large tsunamis,58
181,0,Kawakami 2017-1,LatMed32.kmz/Lugares temporales/Japan,139.449713239000005,42.068146814899997,Western Pacific (WP),Japan,V-shaped bay (Valley),"Stratigraphy, Petrographic, Paleocurrent measurement, Dinoflagellate",2017.000000000000000,"(Kawakami et al., 2017)","Kawakami, G., Nishina, K., Kase, Y., Tajika, J., Hayashi, K., Hirose, W., Sagayama, T., Watanabe, T., Ishimaru, S., Koshimizu, K., Takahashi, R., Hirakawa, K.","Stratigraphic records of tsunamis along the Japan Sea, southwest Hokkaido, northern Japan",59
182,0,Kawakami 2017-2,LatMed32.kmz/Lugares temporales/Japan,140.143906125000001,41.949248193599999,Western Pacific (WP),Japan,V-shaped bay (Valley),"Stratigraphy, Petrographic, Paleocurrent measurement, Dinoflagellate",2017.000000000000000,"(Kawakami et al., 2017)","Kawakami, G., Nishina, K., Kase, Y., Tajika, J., Hayashi, K., Hirose, W., Sagayama, T., Watanabe, T., Ishimaru, S., Koshimizu, K., Takahashi, R., Hirakawa, K.","Stratigraphic records of tsunamis along the Japan Sea, southwest Hokkaido, northern Japan",60
183,0,Kawakami 2017-3,LatMed32.kmz/Lugares temporales/Japan,140.076639467000007,41.784540827800001,Western Pacific (WP),Japan,Terrace,"Stratigraphy, Petrographic, Paleocurrent measurement, Dinoflagellate",2017.000000000000000,"(Kawakami et al., 2017)","Kawakami, G., Nishina, K., Kase, Y., Tajika, J., Hayashi, K., Hirose, W., Sagayama, T., Watanabe, T., Ishimaru, S., Koshimizu, K., Takahashi, R., Hirakawa, K.","Stratigraphic records of tsunamis along the Japan Sea, southwest Hokkaido, northern Japan",61
184,0,Kitamura 2018,LatMed32.kmz/Lugares temporales/Japan,124.276459052000007,24.489242980299998,Western Pacific (WP),Japan,Coastal lagoon,"Stratigraphy, Stable Isotope, Macrofossil",2018.000000000000000,"(Kitamura et al., 2018)","Kitamura, A., Ito, M., Sakai, S., Yokoyama, Y., Miyairi, Y",Identification of tsunami deposits using a combination of radiometric dating and oxygen-isotope profiles of articulated bivalves.,62
185,0,Kitamura 2019,LatMed32.kmz/Lugares temporales/Japan,138.492599632999998,34.992098260900001,Western Pacific (WP),Japan,"Coastal lowland, Alluvial plain","Stratigraphy, Grain Size, Macrofossil CT-Xray, GPR, Foraminifera",2019.000000000000000,"(Kitamura et al., 2019)","Kitamura, A., Ina, T., Suzuki, D., Tsutahara, K., Sugawara, D., Yamada, K., Aoshima, A.","Geologic evidence for coseismic uplift at ~ AD 400 in coastal lowland deposits on the Shimizu Plain, central Japan.",63
186,0,Kitamura and Kobayashi 2014,LatMed32.kmz/Lugares temporales/Japan,138.488686822000005,35.005572506400000,Western Pacific (WP),Japan,Marshes,"Stratigraphy, sedimentary Structure, Macrofossil, Diatoms",2014.000000000000000,"(Kitamura and Kobayashi, 2014)","Kitamura, A., Kobayashi, K","Geologic evidence for prehistoric tsunamis and coseismic uplift during the ad 1854 Ansei-Tokai earthquake in Holocene sediments on the Shimizu Plain, central Japan.",64
187,0,Komatsubara and Fujiwara 2007-1,LatMed32.kmz/Lugares temporales/Japan,133.607026754999993,33.528121679599998,Western Pacific (WP),Japan,A. Coastal Lake,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",65
188,0,Kumatsubara and Fujiwara 2007-2,LatMed32.kmz/Lugares temporales/Japan,135.018501649999990,34.285933535600002,Western Pacific (WP),Japan,B. Coastal Lake,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",66
189,0,Kumatsubara and Fujiwara 2007-3,LatMed32.kmz/Lugares temporales/Japan,136.194040629000000,33.962987043699997,Western Pacific (WP),Japan,C. Coastal Lake,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",67
190,0,Kumatsubara and Fujiwara 2007-4,LatMed32.kmz/Lugares temporales/Japan,136.344621345000007,34.213061096099999,Western Pacific (WP),Japan,D. Coastal Lake,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",68
191,0,Kumatsubara and Fujiwara 2007-5,LatMed32.kmz/Lugares temporales/Japan,136.876492871000011,34.427387632200002,Western Pacific (WP),Japan,E. Coastal Lake,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",69
192,0,Kumatsubara and Fujiwara 2007-6,LatMed32.kmz/Lugares temporales/Japan,137.500689284000003,34.679159473299997,Western Pacific (WP),Japan,F. Coastal lowland,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",70
193,0,Kumatsubara and Fujiwara 2007-7,LatMed32.kmz/Lugares temporales/Japan,137.492978926000006,34.683396064400000,Western Pacific (WP),Japan,G. Coastal lowland,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",71
194,0,Kumatsubara and Fujiwara 2007-8,LatMed32.kmz/Lugares temporales/Japan,137.629015428000002,34.739501983399997,Western Pacific (WP),Japan,H. Coastal Lake,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",72
195,0,Kumatsubara and Fujiwara 2007-9,LatMed32.kmz/Lugares temporales/Japan,137.743934451000001,34.705912445300001,Western Pacific (WP),Japan,I. Coastal lowland,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",73
196,0,Kumatsubara and Fujiwara 2007-10,LatMed32.kmz/Lugares temporales/Japan,137.883369707000014,34.683022683799997,Western Pacific (WP),Japan,J. Coastal lowland,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",74
197,0,Kumatsubara and Fujiwara 2007-11,LatMed32.kmz/Lugares temporales/Japan,138.810409491000001,34.629632344199997,Western Pacific (WP),Japan,K. Coastal lowland,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",75
198,0,Kumatsubara and Fujiwara 2007-12,LatMed32.kmz/Lugares temporales/Japan,139.079913194000000,35.006199895000002,Western Pacific (WP),Japan,L. Coastal lowland,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",76
199,0,Kumatsubara and Fujiwara 2007-13,LatMed32.kmz/Lugares temporales/Japan,139.575456295999999,35.290012201899998,Western Pacific (WP),Japan,M. Coastal lowland,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",77
200,0,Kumatsubara and Fujiwara 2007-14,LatMed32.kmz/Lugares temporales/Japan,139.626204432000009,35.184775467800002,Western Pacific (WP),Japan,N. Alluvial plain,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",78
201,0,Kumatsubara and Fujiwara 2007-15,LatMed32.kmz/Lugares temporales/Japan,139.865709350000003,35.013929422300002,Western Pacific (WP),Japan,O. Alluvial plain,"Stratigraphy, Grain Size, Mineralogy",2007.000000000000000,"(Komatsubara and Fujiwara, 2007)","Komatsubara, J., Fujiwara, O","Overview of holocene tsunami deposits along the Nankai, Suruga, and Sagami Troughs, Southwest Japan",79
202,0,Komatsubara 2008,LatMed32.kmz/Lugares temporales/Japan,137.502836341999995,34.678956228300002,Western Pacific (WP),Japan,Coastal lowland,"Stratigraphy, Grain Size, Mineralogy",2008.000000000000000,"(Komatsubara et al., 2008)","Komatsubara, J., Fujiwara, O., Takada, K., Sawai, Y., Aung, T.T., Kamataki, T.","Historical tsunamis and storms recorded in a coastal lowland, Shizuoka Prefecture, along the Pacific Coast of Japan.",80
203,0,Kon 2017,LatMed32.kmz/Lugares temporales/Japan,145.083211110999997,43.065030555900002,Western Pacific (WP),Japan,Marshes,"Stratigraphy, AMS",2017.000000000000000,"(Kon et al., 2017)","Kon, S., Nakamura, N., Nishimura, Y., Goto, K., Sugawara, D.","Inverse magnetic fabric in unconsolidated sandy event deposits in Kiritappu Marsh, Hokkaido, Japan",81
204,0,Kusumoto 2018,LatMed32.kmz/Lugares temporales/Japan,141.022907333000006,37.528662415900001,Western Pacific (WP),Japan,Coastal Lowland,"Stratigraphy, Grain Size, CT-Xray, Macrofossil",2018.000000000000000,"(Kusumoto et al., 2018)","Kusumoto, S., Goto, T., Sugai, T., Omori, T., Satake, K","Geological evidence of tsunamis in the past 3800 years at a coastal lowland in the Central Fukushima Prefecture, Japan",82
205,0,Minoura 2001,LatMed32.kmz/Lugares temporales/Japan,140.943266932999990,38.201872873399999,Western Pacific (WP),Japan,Coastal plain,"Stratigraphy, Grain size, Diatoms, Geochemistry",2001.000000000000000,"(Minoura et al., 2001)","Minoura, K., Imamura, F., Sugawara, D",The 869 Jogan tsunami deposit and recurrence interval of large-scale tsunami on the Pacific coast of northeast Japan,83
206,0,Minoura 1991-1,LatMed32.kmz/Lugares temporales/Japan,140.387502248000004,40.987529572400000,Western Pacific (WP),Japan,Marshes,"Stratigraphy, Geochemistry, Grain Size",1991.000000000000000,"(Minoura and Nakaya, 1991)","Minoura, K., Nakaya, S",Traces of tsunami preserved in inter-tidal lacustrine and marsh deposits: some examples from northeast Japan,84
207,0,Minoura 1991-2,LatMed32.kmz/Lugares temporales/Japan,140.951234779000004,38.198621886300003,Western Pacific (WP),Japan,Coastal plain,"Stratigraphy, Geochemistry, Grain Size",1991.000000000000000,"(Minoura and Nakaya, 1991)","Minoura, K., Nakaya, S",Traces of tsunami preserved in inter-tidal lacustrine and marsh deposits: some examples from northeast Japan,85
208,0,Minoura 1994,LatMed32.kmz/Lugares temporales/Japan,141.416395934000008,41.318435604900003,Western Pacific (WP),Japan,Coastal lake,"Stratigraphy, Grain Size, Diatoms, Geochemistry",1994.000000000000000,"(Minoura et al., 1994)","Minoura, K., Nakaya, S., Uchida, M.","Tsunami deposits in a lacustrine sequence of the Sanriku coast, northeast Japan. Sediment.",86
209,0,Nakanishi 2020,LatMed32.kmz/Lugares temporales/Japan,142.848565795000013,42.145754874799998,Western Pacific (WP),Japan,Wetlands,"Stratigraphy, Tephra analysis, Diatoms, Geochemistry, Grain Size, Mineralogy",2020.000000000000000,"(Nakanishi et al., 2020)","Nakanishi, R., Okamura, S., Yokoyama, Y., Miyairi, Y., Sagayama, T., Ashi, J.","Holocene tsunami, storm, and relative sea level records obtained from the southern Hidaka coast, Hokkaido, Japan.",87
210,0,Nanayama 2007,LatMed32.kmz/Lugares temporales/Japan,145.090386219000010,43.079775595599997,Western Pacific (WP),Japan,Marshes,"Stratigraphy, Tephra analysis, Grain size, Diatoms, Pollen",2007.000000000000000,"(Nanayama et al., 2007)","Nanayama, F., Furukawa, R., Shigeno, K., Makino, A., Soeda, Y., Igarashi, Y.",Nine unusually large tsunami deposits from the past 4000 years at Kiritappu marsh along the southern Kuril Trench,88
211,0,Nanayama 2003-1,LatMed32.kmz/Lugares temporales/Japan,145.088067625000008,43.076574465000000,Western Pacific (WP),Japan,Beach ridges (Swales),"Stratigraphy, Diatoms",2003.000000000000000,"(Nanayama et al., 2003)","Nanayama, F., Satake, K., Furukawa, R., Shimokawa, K., Atwater, B.F., Shigeno, K., Yamaki, S.",Unusually large earthquakes inferred from tsunami deposits along the Kuril trench,89
212,0,Nanayama 2003-2,LatMed32.kmz/Lugares temporales/Japan,144.399990712999994,42.972289574300000,Western Pacific (WP),Japan,Coastal Lake,"Stratigraphy, Diatoms",2003.000000000000000,"(Nanayama et al., 2003)","Nanayama, F., Satake, K., Furukawa, R., Shimokawa, K., Atwater, B.F., Shigeno, K., Yamaki, S.",Unusually large earthquakes inferred from tsunami deposits along the Kuril trench,90
213,0,Nanayama 2000,LatMed32.kmz/Lugares temporales/Japan,139.867619184999995,42.218777343699998,Western Pacific (WP),Japan,"Back Barrier, Narrow coastal valley","Stratigraphy, Sedimentary structures, Grain Size",2000.000000000000000,"(Nanayama et al., 2000)","Nanayama, F., Shigeno, K., Satake, K., Shimokawa, K., Koitabashi, S., Miyasaka, S., Ishii, M."," Sedimentary differences between the 1993 Hokkaido-nansei-oki tsunami and the 1959 Miyakojima typhoon at Taisei, southwestern Hokkaido, northern Japan",91
214,0,Nishimura 1995,LatMed32.kmz/Lugares temporales/Japan,141.397763870000006,42.570069712799999,Western Pacific (WP),Japan,Coastal plain,Grain Size,1995.000000000000000,"(Nishimura and Miyaji, 1995)","Nishimura, Y., Miyaji, N","Tsunami deposits from the 1993 Southwest Hokkaido earthquake and the 1640 Hokkaido Komagatake eruption, northern Japan",92
215,0,Pilarczyk 2021,LatMed32.kmz/Lugares temporales/Japan,140.474764842000013,35.601137637900003,Western Pacific (WP),Japan,Beach ridges (Swales),Stratigraphy,2021.000000000000000,"(Pilarczyk et al., 2021)","Pilarczyk, J.E., Sawai, Y., Namegaya, Y., Tamura, T., Tanigawa, K., Matsumoto, D., Shinozaki, T., Fujiwara, O., Shishikura, M., Shimada, Y., Dura, T., Horton, B.P., Parnell, A.C., Vane, C.H.",A further source of Tokyo earthquakes and Pacific Ocean tsunamis.,93
216,0,Sato 2017,LatMed32.kmz/Lugares temporales/Japan,137.533539311999988,34.739261330200002,Western Pacific (WP),Japan,"Marshes, Swamp","Stratigraphy, CT-Xray, Diatoms",2017.000000000000000,"(Sato and Fujiwara, 2017)","Sato, Y., Fujiwara, O","Microfossil evidence for recurrent coseismic subsidence around Lake Hamana, near the Nankai-Suruga trough, central Japan.",94
217,0,Sawai 2008,LatMed32.kmz/Lugares temporales/Japan,140.918730670000002,37.901151009800003,Western Pacific (WP),Japan,Marshes,"Stratigraphy, Diatoms",2008.000000000000000,"(Sawai et al., 2008)","Sawai, Y., Fujii, Y., Fujiwara, O., Kamataki, T., Komatsubara, J., Okamura, Y., Satake, K., Shishikura, M."," Marine incursions of the past 1500 years and evidence of tsunamis at Suijin-numa, a coastal lake facing the Japan Trench.",95
